image_name,class_id,x1,y1,x2,y2,confidence,geo_x,geo_y
test_5.png,0,394,216,403,224,0.837358832359314,-92.26184553965669,38.9109557301406
test_5.png,0,99,144,107,152,0.8334872126579285,-92.26186240428494,38.9109589406854
test_5.png,0,461,368,470,377,0.8280572295188904,-92.2618417158662,38.91094893002835
test_5.png,0,368,214,376,222,0.8153859972953796,-92.26184705205145,38.9109558193224
test_5.png,0,182,68,191,77,0.8091142773628235,-92.26185763881469,38.91096230729835
test_5.png,0,355,145,364,153,0.8007378578186035,-92.2618477654452,38.9109588960945
test_5.png,0,417,213,429,223,0.794491171836853,-92.26184414140495,38.9109558193224
test_5.png,0,226,65,237,75,0.791437566280365,-92.26185507059719,38.9109624187756
test_5.png,0,33,292,44,302,0.7891077399253845,-92.26186608539669,38.9109522966413
test_5.png,0,414,61,424,71,0.7822805047035217,-92.26184436969095,38.9109625971392
test_5.png,0,69,219,78,227,0.7802695035934448,-92.2618640878942,38.9109555963679
test_5.png,0,176,443,184,452,0.7742815613746643,-92.26185800977944,38.91094558571085
test_5.png,0,120,142,139,155,0.7654670476913452,-92.2618608918902,38.91095891838995
test_5.png,0,253,287,265,299,0.7645822167396545,-92.26185350113094,38.9109524750049
test_5.png,0,89,62,99,71,0.7615256309509277,-92.26186291792844,38.91096257484375
test_5.png,0,237,148,246,157,0.7610634565353394,-92.26185449988219,38.91095874002635
test_5.png,0,432,61,442,71,0.7592298984527588,-92.26184334240395,38.9109625971392
test_5.png,0,170,228,179,237,0.7563037276268005,-92.2618583236727,38.91095517275435
test_5.png,0,90,375,97,382,0.7483736872673035,-92.26186294646419,38.91094866248295
test_5.png,0,375,145,384,152,0.7478116750717163,-92.26184662401519,38.91095891838995
test_5.png,0,45,366,55,374,0.7396098375320435,-92.26186542907445,38.9109490415056
test_5.png,0,114,296,125,311,0.7379788756370544,-92.2618614626052,38.91095200680045
test_5.png,0,187,297,196,305,0.7329347133636475,-92.2618573534572,38.9109521182777
test_5.png,0,58,293,69,303,0.7327024340629578,-92.2618646586092,38.9109522520504
test_5.png,0,257,451,266,461,0.7307620644569397,-92.2618533584522,38.9109452066882
test_5.png,0,440,367,452,378,0.730128288269043,-92.26184282876045,38.91094893002835
test_5.png,0,453,444,470,457,0.7273753881454468,-92.2618419441522,38.91094545193815
test_5.png,0,310,293,319,301,0.7268162369728088,-92.2618503336627,38.9109522966413
test_5.png,0,272,62,291,74,0.7261291146278381,-92.2618522170222,38.9109625079574
test_5.png,0,292,210,305,223,0.7213065028190613,-92.2618512468067,38.91095588620875
test_5.png,0,386,449,403,462,0.7192556262016296,-92.2618457679427,38.91094522898365
test_5.png,0,131,66,145,79,0.7169514894485474,-92.26186040678245,38.91096230729835
test_5.png,0,142,365,158,380,0.7115195989608765,-92.26185972192445,38.91094893002835
test_5.png,0,227,212,238,225,0.7080110311508179,-92.26185501352569,38.91095579702695
test_5.png,0,183,337,192,345,0.7079747319221497,-92.2618575817432,38.9109503346417
test_5.png,0,0,373,6,380,0.7078074216842651,-92.26186811143495,38.91094875166475
test_5.png,0,331,142,345,153,0.7023839354515076,-92.26184899248244,38.91095896298085
test_5.png,0,59,146,72,157,0.6956392526626587,-92.26186454446619,38.91095878461725
test_5.png,0,272,147,282,157,0.6874980926513672,-92.26185247384394,38.9109587623218
test_5.png,0,22,65,39,78,0.6832312345504761,-92.2618665419687,38.91096235188925
test_5.png,0,386,61,400,71,0.6819710731506348,-92.26184585354994,38.9109625971392
test_5.png,0,168,368,176,374,0.680483341217041,-92.26185846635144,38.9109489969147
test_5.png,0,58,66,72,77,0.6791914105415344,-92.26186457300194,38.91096235188925
test_5.png,0,6,0,16,5,0.6756187677383423,-92.26186765486294,38.91096542866135
test_5.png,0,324,292,338,304,0.6740949153900146,-92.26184939198295,38.9109522520504
test_5.png,0,489,209,504,223,0.6682560443878174,-92.2618399466497,38.9109559085042
test_5.png,0,181,145,191,154,0.6672158241271973,-92.26185766735044,38.91095887379905
test_5.png,0,208,143,219,154,0.6552862524986267,-92.26185609788419,38.91095891838995
test_5.png,0,113,448,126,460,0.6396272778511047,-92.2618614626052,38.91094529587
test_5.png,0,434,287,448,298,0.6385900974273682,-92.26184311411795,38.91095249730035
test_5.png,0,200,442,208,450,0.6301433444023132,-92.26185664006344,38.9109456525972
test_5.png,0,166,145,175,154,0.6283693313598633,-92.2618585519587,38.91095887379905
test_5.png,0,187,289,195,296,0.6269342303276062,-92.26185738199294,38.91095249730035
test_5.png,0,427,447,440,459,0.6263259649276733,-92.2618435421542,38.9109453404609
test_5.png,0,203,451,217,464,0.6242170333862305,-92.26185629763445,38.910945139801846
test_5.png,0,357,292,371,303,0.6173000931739807,-92.26184750862345,38.91095227434585
test_5.png,0,154,66,164,75,0.6105698347091675,-92.26185920828095,38.91096239648015
test_5.png,0,169,293,179,302,0.6094292402267456,-92.26185835220845,38.91095227434585
test_5.png,0,138,473,148,481,0.6090726852416992,-92.26186012142495,38.9109442702793
test_5.png,0,152,293,161,302,0.6087814569473267,-92.2618593509597,38.91095227434585
test_5.png,0,284,444,293,454,0.6083561778068542,-92.2618518175217,38.9109455188245
test_5.png,0,75,453,88,465,0.603315532207489,-92.2618636313222,38.9109450729155
test_5.png,0,356,451,369,461,0.6018245220184326,-92.2618475942307,38.9109452066882
test_5.png,0,49,450,59,462,0.5971199870109558,-92.26186520078845,38.9109452066882
test_5.png,0,417,288,428,297,0.5949860215187073,-92.2618441699407,38.91095249730035
test_5.png,0,95,295,108,304,0.594314694404602,-92.2618624898922,38.91095218516405
test_5.png,0,393,141,402,150,0.583392858505249,-92.2618455967282,38.91095905216265
test_5.png,0,30,449,42,462,0.5812214612960815,-92.26186622807545,38.91094522898365
test_5.png,0,462,218,471,225,0.5782359838485718,-92.2618416587947,38.91095566325425
test_5.png,0,0,296,6,302,0.5777187347412109,-92.26186811143495,38.9109522074595
test_5.png,0,463,62,475,72,0.5769640207290649,-92.26184151611595,38.9109625525483
test_5.png,0,146,144,159,156,0.5735241174697876,-92.2618595792457,38.9109588515036
test_5.png,0,420,143,428,150,0.5616022348403931,-92.26184408433345,38.91095900757175
test_5.png,0,479,59,487,68,0.5600590705871582,-92.26184071711495,38.91096270861645
test_5.png,0,290,139,298,148,0.5582364797592163,-92.26185150362845,38.91095914134445
test_5.png,0,447,141,455,151,0.557023286819458,-92.26184254340295,38.9109590298672
test_5.png,0,280,369,288,377,0.5562248826026917,-92.26185207434345,38.9109489077329
test_5.png,0,375,135,383,143,0.5526923537254333,-92.26184665255094,38.9109593420035
test_5.png,0,288,367,298,375,0.5434163212776184,-92.26185156069995,38.9109489969147
test_5.png,0,191,0,199,4,0.541705310344696,-92.26185715370694,38.9109654509568
test_5.png,0,27,141,47,154,0.540404736995697,-92.26186617100394,38.91095896298085
test_5.png,0,324,453,338,462,0.5360724329948425,-92.26184939198295,38.910945139801846
test_5.png,0,72,143,82,151,0.5342690348625183,-92.26186388814395,38.9109589852763
test_5.png,0,233,366,244,375,0.5327746272087097,-92.2618546710967,38.91094901921015
test_5.png,0,1,451,14,460,0.5306648015975952,-92.2618678546132,38.91094522898365
test_5.png,0,203,293,214,305,0.5237894058227539,-92.26185638324169,38.9109522074595
test_5.png,0,299,147,306,155,0.5222817659378052,-92.2618510185207,38.9109588069127
test_5.png,0,226,445,242,456,0.5165412425994873,-92.26185492791845,38.91094545193815
test_5.png,0,450,420,458,427,0.4972482025623321,-92.26184237218844,38.91094665589245
test_5.png,0,482,444,500,459,0.4960305094718933,-92.26184026054294,38.91094540734725
test_5.png,0,259,482,267,489,0.4843507409095764,-92.26185327284495,38.91094389125665
test_5.png,0,102,261,110,269,0.472134917974472,-92.26186223307045,38.9109537235501
test_5.png,0,245,366,256,375,0.4715251624584198,-92.26185398623869,38.91094901921015
test_5.png,0,366,63,375,74,0.4715111553668976,-92.26184713765869,38.91096248566195
test_5.png,0,16,25,23,32,0.4704696834087372,-92.26186716975519,38.91096426929795
test_5.png,0,292,292,305,302,0.4696656465530395,-92.2618512468067,38.9109522966413
test_5.png,0,178,453,187,461,0.4640205502510071,-92.2618578671007,38.9109451620973
test_5.png,0,134,450,149,461,0.462946742773056,-92.2618602070322,38.91094522898365
test_5.png,0,16,296,24,303,0.4609453380107879,-92.26186714121944,38.91095218516405
test_5.png,0,285,356,293,363,0.4586766064167022,-92.26185178898595,38.91094950971005
test_5.png,0,223,289,236,304,0.4195540845394134,-92.2618551847402,38.91095231893675
test_5.png,0,297,453,309,463,0.3939040005207062,-92.26185098998495,38.9109451175064
test_5.png,0,158,452,173,463,0.3855851888656616,-92.2618588373162,38.910945139801846
test_5.png,0,2,65,11,74,0.3792517483234405,-92.2618679116847,38.91096244107105
test_5.png,0,211,215,220,224,0.3748334050178528,-92.2618559837412,38.91095575243605
test_5.png,0,201,196,209,202,0.3637275695800781,-92.26185658299194,38.9109566665495
test_5.png,0,36,339,45,347,0.3449400961399078,-92.2618659712537,38.9109502454599
test_5.png,0,204,92,213,99,0.3384683430194855,-92.26185638324169,38.91096128170765
test_5.png,0,312,212,321,220,0.3313407003879547,-92.2618502195197,38.9109559085042
test_21.png,0,294,269,306,280,0.8308802843093872,-92.26544501062595,38.91196720782075
test_21.png,0,300,429,312,441,0.8231042623519897,-92.26544466819695,38.9119600509813
test_21.png,0,142,315,156,327,0.8130671381950378,-92.26545362842245,38.9119651343439
test_21.png,0,297,408,309,421,0.7827826142311096,-92.26544483941146,38.91196096509475
test_21.png,0,296,127,308,139,0.7758935689926147,-92.26544489648296,38.9119735174331
test_21.png,0,211,89,223,101,0.770826518535614,-92.26544974756045,38.9119752118873
test_21.png,0,142,235,152,245,0.766486406326294,-92.26545374256546,38.9119687462068
test_21.png,0,146,210,160,222,0.7648480534553528,-92.26545340013645,38.9119698163884
test_21.png,0,217,259,228,271,0.761077344417572,-92.2654494336672,38.9119676314343
test_21.png,0,66,177,77,189,0.7541600465774536,-92.26545805146371,38.9119712878881
test_21.png,0,71,392,80,403,0.7464268207550049,-92.2654578231777,38.91196172314005
test_21.png,0,293,65,307,80,0.74428391456604,-92.26544501062595,38.91197621518255
test_21.png,0,141,117,153,131,0.7398796677589417,-92.26545374256546,38.9119739187512
test_21.png,0,211,42,222,52,0.7339551448822021,-92.2654497760962,38.9119773522505
test_21.png,0,376,279,388,290,0.7322873473167419,-92.26544033076296,38.91196676191175
test_21.png,0,146,451,156,460,0.7317154407501221,-92.26545351427946,38.91195913686785
test_21.png,0,372,324,381,333,0.7297795414924622,-92.26544064465621,38.91196479991215
test_21.png,0,367,110,384,126,0.7266848087310791,-92.2654407017277,38.911974186296604
test_21.png,0,297,195,309,206,0.7241821885108948,-92.26544483941146,38.91197050754735
test_21.png,0,453,343,462,352,0.7238381505012512,-92.2654360218647,38.91196395268505
test_21.png,0,67,311,78,322,0.7219328284263611,-92.26545799439221,38.911965335002954
test_21.png,0,217,312,231,327,0.7201707363128662,-92.26544934805996,38.91196520123025
test_21.png,0,220,443,230,453,0.7184385657310486,-92.26544929098846,38.9119594712996
test_21.png,0,211,69,222,83,0.7116665840148926,-92.2654497760962,38.9119760591144
test_21.png,0,451,404,464,420,0.7110958099365234,-92.2654360218647,38.911961076572
test_21.png,0,376,340,386,350,0.7076298594474792,-92.26544038783446,38.9119640641623
test_21.png,0,293,175,304,186,0.7074453234672546,-92.26544509623321,38.91197139936535
test_21.png,0,446,59,456,71,0.7065149545669556,-92.26543639282946,38.9119765496143
test_21.png,0,0,493,6,504,0.7047849893569946,-92.26546196086146,38.91195721945915
test_21.png,0,64,73,77,85,0.7017192840576172,-92.2654581085352,38.9119759253417
test_21.png,0,143,477,153,488,0.7011838555335999,-92.26545368549395,38.91195793291355
test_21.png,0,293,161,306,170,0.7007010579109192,-92.2654450391617,38.91197206822885
test_21.png,0,451,34,464,46,0.7003048658370972,-92.2654360218647,38.911977664386804
test_21.png,0,219,382,229,390,0.6950249075889587,-92.26544934805996,38.9119622359354
test_21.png,0,134,63,145,72,0.6913703680038452,-92.2654541706017,38.91197643813705
test_21.png,0,0,463,6,471,0.690327525138855,-92.26546196086146,38.9119586240725
